date,tmax_era5,tmin_era5,precip_era5,tmax_imd,tmin_imd,precip_imd,tmax,tmin,precip
1981-01-01,,,,22.146458,10.286235,0.0,22.14645767211914,10.286234855651855,0.0
1981-01-02,,,,23.17264,10.133294,0.0,23.172639846801758,10.133294105529785,0.0
1981-01-03,,,,24.502304,11.231163,0.0,24.502304077148438,11.231163024902344,0.0
1981-01-04,,,,24.755838,10.840598,0.0,24.75583839416504,10.840598106384277,0.0
1981-01-05,,,,24.393414,12.844543,0.0,24.393413543701172,12.84454345703125,0.0
1981-01-06,,,,24.031393,12.235902,0.0006047076,24.03139305114746,12.235901832580566,0.0006047075730748475
1981-01-07,,,,22.012487,10.323952,6.3597784,22.012487411499023,10.323951721191406,6.35977840423584
1981-01-08,,,,18.627848,7.2212987,5.5277777,18.62784767150879,7.221298694610596,5.527777671813965
1981-01-09,,,,18.83801,6.174337,1.5214216,18.838010787963867,6.174336910247803,1.5214215517044067
1981-01-10,,,,18.859892,6.3952665,0.0,18.859891891479492,6.395266532897949,0.0
1981-01-11,,,,19.331816,7.853853,0.0,19.331815719604492,7.853853225708008,0.0
1981-01-12,,,,20.054825,7.8667226,0.0,20.054824829101562,7.866722583770752,0.0
1981-01-13,,,,19.31787,6.0394826,0.0,19.317869186401367,6.039482593536377,0.0
1981-01-14,,,,19.004816,6.2259655,0.0,19.00481605529785,6.22596549987793,0.0
1981-01-15,,,,20.559456,7.093253,0.0,20.55945587158203,7.093253135681152,0.0
1981-01-16,,,,22.098673,8.530573,0.0,22.09867286682129,8.530572891235352,0.0
1981-01-17,,,,24.083035,10.37722,0.0,24.08303451538086,10.377220153808594,0.0
1981-01-18,,,,22.7625,10.901902,0.086867936,22.762500762939453,10.901902198791504,0.08686793595552444
1981-01-19,,,,21.001945,8.876559,0.0,21.00194549560547,8.876559257507324,0.0
1981-01-20,,,,22.175434,7.992054,0.0,22.175434112548828,7.992053985595703,0.0
1981-01-21,,,,23.612513,9.322628,0.0,23.612512588500977,9.322628021240234,0.0
1981-01-22,,,,24.69899,10.313626,0.0,24.698989868164062,10.313626289367676,0.0
1981-01-23,,,,25.49263,12.410881,0.0,25.492630004882812,12.410881042480469,0.0
1981-01-24,,,,24.809685,13.610913,0.0,24.80968475341797,13.610913276672363,0.0
1981-01-25,,,,23.935152,10.597891,0.0,23.935152053833008,10.597890853881836,0.0
1981-01-26,,,,23.6085,10.866119,0.0,23.60849952697754,10.866119384765625,0.0
1981-01-27,,,,23.668219,10.830871,0.0,23.6682186126709,10.830870628356934,0.0
1981-01-28,,,,23.77124,11.196119,0.0,23.771240234375,11.19611930847168,0.0
1981-01-29,,,,26.417208,12.167913,0.0,26.417207717895508,12.167913436889648,0.0
1981-01-30,,,,27.361708,13.018337,0.0,27.36170768737793,13.01833724975586,0.0
1981-01-31,,,,26.88575,13.319055,0.0,26.88574981689453,13.31905460357666,0.0
