date,tmax_era5,tmin_era5,precip_era5,tmax_imd,tmin_imd,precip_imd,tmax,tmin,precip
1981-01-01,,,,24.207716,11.56261,0.0,24.20771598815918,11.562609672546387,0.0
1981-01-02,,,,24.865587,11.101057,0.0,24.86558723449707,11.101057052612305,0.0
1981-01-03,,,,26.005125,12.143028,0.0,26.005125045776367,12.143028259277344,0.0
1981-01-04,,,,26.151087,12.249149,0.0,26.151086807250977,12.249149322509766,0.0
1981-01-05,,,,25.50461,14.335609,0.0,25.504610061645508,14.335609436035156,0.0
1981-01-06,,,,24.901678,12.656735,0.0,24.90167808532715,12.65673542022705,0.0
1981-01-07,,,,22.528913,10.535736,2.849747,22.528913497924805,10.535736083984375,2.8497469425201416
1981-01-08,,,,20.118574,7.6973286,0.09887145,20.118574142456055,7.697328567504883,0.09887144714593887
1981-01-09,,,,19.888552,6.7834816,0.0,19.888551712036133,6.783481597900391,0.0
1981-01-10,,,,20.268667,7.393626,0.0,20.268667221069336,7.3936262130737305,0.0
1981-01-11,,,,20.95341,7.952982,0.0,20.95340919494629,7.952981948852539,0.0
1981-01-12,,,,20.844942,7.4455705,0.0,20.844942092895508,7.445570468902588,0.0
1981-01-13,,,,20.17716,7.3080387,0.0,20.177160263061523,7.308038711547852,0.0
1981-01-14,,,,20.383362,7.5108733,0.0,20.38336181640625,7.510873317718506,0.0
1981-01-15,,,,21.938076,8.458489,0.0,21.93807601928711,8.458489418029785,0.0
1981-01-16,,,,23.556967,9.728938,0.0,23.55696678161621,9.728938102722168,0.0
1981-01-17,,,,25.86863,13.16746,0.0,25.868629455566406,13.167460441589355,0.0
1981-01-18,,,,21.147575,10.570508,1.2494457,21.14757537841797,10.570508003234863,1.2494456768035889
1981-01-19,,,,22.175667,9.565144,0.0,22.17566680908203,9.565143585205078,0.0
1981-01-20,,,,23.636122,9.145797,0.123230696,23.63612174987793,9.145796775817871,0.1232306957244873
1981-01-21,,,,24.700678,10.441556,0.0,24.7006778717041,10.441555976867676,0.0
1981-01-22,,,,25.7302,11.076675,0.0,25.730199813842773,11.076675415039062,0.0
1981-01-23,,,,26.171614,13.19612,0.0,26.171613693237305,13.196120262145996,0.0
1981-01-24,,,,24.982046,13.963679,0.0,24.982046127319336,13.963679313659668,0.0
1981-01-25,,,,24.916845,11.254172,0.0,24.916845321655273,11.254172325134277,0.0
1981-01-26,,,,23.60635,11.004946,0.0,23.60634994506836,11.004945755004883,0.0
1981-01-27,,,,23.481146,11.451287,0.0,23.48114585876465,11.451287269592285,0.0
