date,tmax_era5,tmin_era5,precip_era5,tmax_imd,tmin_imd,precip_imd,tmax,tmin,precip
1981-01-01,,,,21.722372,10.164023,0.0,21.72237205505371,10.164023399353027,0.0
1981-01-02,,,,22.400629,9.570936,0.0,22.4006290435791,9.57093620300293,0.0
1981-01-03,,,,23.512115,10.041357,0.0,23.512115478515625,10.041357040405273,0.0
1981-01-04,,,,24.693504,11.684186,0.0,24.693504333496094,11.684185981750488,0.0
1981-01-05,,,,25.028006,13.33369,0.0,25.028005599975586,13.33368968963623,0.0
1981-01-06,,,,23.23853,13.286803,0.00030720077,23.238529205322266,13.286803245544434,0.0003072007675655186
1981-01-07,,,,22.36495,11.8945,2.8831728,22.36495018005371,11.894499778747559,2.8831727504730225
1981-01-08,,,,19.369421,8.752181,0.0,19.369421005249023,8.752181053161621,0.0
1981-01-09,,,,18.597317,6.7131114,0.7615076,18.59731674194336,6.713111400604248,0.7615075707435608
1981-01-10,,,,18.447113,6.000152,0.0,18.447113037109375,6.000152111053467,0.0
1981-01-11,,,,19.180464,8.848051,0.03332273,19.180463790893555,8.848051071166992,0.03332272917032242
1981-01-12,,,,19.430058,9.396714,0.0,19.430057525634766,9.396714210510254,0.0
1981-01-13,,,,18.433987,7.222419,0.077758245,18.43398666381836,7.222418785095215,0.07775824517011642
1981-01-14,,,,18.433943,6.711033,0.0,18.433942794799805,6.711032867431641,0.0
1981-01-15,,,,20.26773,6.8301167,0.0,20.267730712890625,6.8301167488098145,0.0
1981-01-16,,,,21.669584,7.1486588,0.0,21.669584274291992,7.148658752441406,0.0
1981-01-17,,,,22.623207,8.341161,0.0,22.623207092285156,8.341160774230957,0.0
1981-01-18,,,,23.023346,11.964546,0.0,23.023345947265625,11.964546203613281,0.0
1981-01-19,,,,18.949966,8.568924,0.0,18.949966430664062,8.568923950195312,0.0
1981-01-20,,,,21.579147,8.425205,0.0,21.579147338867188,8.42520523071289,0.0
1981-01-21,,,,23.181286,8.824387,0.0,23.181285858154297,8.824386596679688,0.0
1981-01-22,,,,24.02316,9.999882,0.017886365,24.023160934448242,9.999881744384766,0.017886364832520485
1981-01-23,,,,24.650461,12.096773,4.3766136,24.650461196899414,12.096773147583008,4.376613616943359
1981-01-24,,,,24.74194,14.264599,4.6526265,24.741939544677734,14.264598846435547,4.6526265144348145
1981-01-25,,,,23.738733,13.126182,12.463946,23.738733291625977,13.126181602478027,12.463946342468262
1981-01-26,,,,21.797241,13.626636,0.0,21.7972412109375,13.626635551452637,0.0
1981-01-27,,,,22.190159,11.667928,0.0,22.19015884399414,11.667927742004395,0.0
1981-01-28,,,,22.104063,10.641743,0.020042425,22.104063034057617,10.641742706298828,0.020042425021529198
1981-01-29,,,,24.0645,11.431886,0.0,24.06450080871582,11.431885719299316,0.0
1981-01-30,,,,25.623634,13.268972,0.0,25.623634338378906,13.268972396850586,0.0
1981-01-31,,,,25.5298,14.013136,0.19035393,25.529800415039062,14.01313591003418,0.19035392999649048
1981-02-01,,,,24.660086,13.201473,2.6962116,24.660085678100586,13.201473236083984,2.696211576461792
1981-02-02,,,,22.197592,10.478645,0.0,22.19759178161621,10.478645324707031,0.0
1981-02-03,,,,20.988705,8.366885,0.0,20.988704681396484,8.3668851852417,0.0
1981-02-04,,,,22.737928,8.881659,0.0,22.73792839050293,8.881658554077148,0.0
1981-02-05,,,,26.616703,11.906807,0.0,26.616703033447266,11.906806945800781,0.0
1981-02-06,,,,27.710619,14.654182,0.010572686,27.71061897277832,14.654182434082031,0.010572685860097408
1981-02-07,,,,25.151937,12.78295,0.0,25.15193748474121,12.782950401306152,0.0
1981-02-08,,,,23.459568,9.4046335,0.0,23.45956802368164,9.404633522033691,0.0
